1:	S=["Lady", "Grizel", "Baillie", "(\"née\"", "Hume;", "25", "December", "1665", "–", "6", "December", "1746)", "was", "a", "Scottish", "songwriter."]
43:	S=["Cuenca", "is", "a", "province", "of", "central", "Spain", ",", "in", "the", "eastern", "part", "of", "the", "autonomous community", "of", "Castile–La Mancha", "."]
	M=[[3, "Provinces of Spain"], [6, "Spain"], [14, "Autonomous communities of Spain"], [16, "Castile–La Mancha"]]
44:	S=["Albacete", "(,", ")", "is", "a", "province", "of", "central", "Spain", ",", "in", "the", "southern", "part", "of", "the", "autonomous community", "of", "Castile–La Mancha", ".", "As", "of", "2012,", "Albacete", "had", "a", "population", "of", "402,837", "people.", "Its", "capital", "lies", "at", "Albacete", ",", "by", "road", "southeast", "of", "Madrid", "."]
	M=[[5, "Provinces of Spain"], [8, "Spain"], [16, "Autonomous communities of Spain"], [18, "Castile–La Mancha"], [34, "Albacete"], [40, "Madrid"]]
45:	S=["Toledo", "is", "a", "province", "of", "central", "Spain", ",", "in", "the", "western", "part", "of", "the", "autonomous community", "of", "Castile–La Mancha", ".", "It", "is", "bordered", "by", "the", "provinces", "of", "Madrid", ",", "Cuenca", ",", "Ciudad Real", ",", "Badajoz", ",", "Cáceres", ",", "and", "Ávila", "."]
	M=[[3, "Province (Spain)"], [6, "Spain"], [14, "Autonomous communities of Spain"], [16, "Castile–La Mancha"], [25, "Madrid Province"], [27, "Cuenca Province (Spain)"], [29, "Ciudad Real Province"], [31, "Badajoz Province"], [33, "Cáceres Province"], [36, "Ávila Province"]]
46:	S=["Ávila", "()", "is", "a", "province", "of", "central-western", "Spain", ",", "in", "the", "southern", "part", "of", "the", "autonomous community", "of", "Castile and León", ".", "It", "is", "bordered", "on", "the", "south", "by", "the", "provinces", "of", "Toledo", "and", "Cáceres", ",", "on", "the", "west", "by", "Salamanca", ",", "on", "the", "north", "by", "Valladolid", ",", "and", "on", "the", "east", "by", "Segovia", "and", "Madrid", ".", "Ávila", "has", "a", "population", "of", "165,138", "(2002).", "Its", "capital", "is", "Ávila", "."]
	M=[[4, "Provinces of Spain"], [7, "Spain"], [15, "Autonomous communities of Spain"], [17, "Castile and León"], [29, "Toledo Province"], [31, "Cáceres Province"], [37, "Salamanca Province"], [43, "Valladolid Province"], [50, "Segovia Province"], [52, "Madrid Province"], [64, "Ávila, Spain"]]
47:	S=["West", "Lothian", "(,", ")", "is", "one", "of", "the", "32", "council areas", "of", "Scotland", ",", "and", "a", "historic", "county", "(which", "was", "also", "known", "as", "Linlithgowshire).", "It", "borders", "the", "City of Edinburgh", ",", "Falkirk", ",", "North Lanarkshire", ",", "the", "Scottish Borders", "and", "South Lanarkshire", "."]
	M=[[9, "Council areas of Scotland"], [11, "Scotland"], [26, "City of Edinburgh"], [28, "Falkirk (council area)"], [30, "North Lanarkshire"], [33, "Scottish Borders"], [35, "South Lanarkshire"]]
48:	S=["The", "politics", "of", "Edinburgh,", "the", "capital", "of", "Scotland", ",", "are", "evident", "in", "the", "deliberations", "and", "decisions", "of", "the", "council", "of", "Edinburgh", ",", "in", "elections", "to", "the", "council,", "the", "Scottish Parliament", ",", "the", "House of Commons", "and", "the", "European Parliament", "."]
	M=[[7, "Scotland"], [20, "Edinburgh"], [28, "Scottish Parliament"], [31, "House of Commons of the United Kingdom"], [34, "European Parliament"]]
49:	S=["Glasgow", "City", "Council,", "the", "local", "government", "body", "of", "the", "city", "of", "Glasgow", "in", "Scotland", ",", "became", "one", "of", "the", "newly", "created", "single", "tier", "local", "authorities", "in", "1996,", "under", "the", "Local Government etc. (Scotland) Act 1994", ",", "with", "boundaries", "somewhat", "different", "from", "those", "of", "the", "City", "of", "Glasgow", "district", "of", "the", "Strathclyde", "region", ":", "parts", "of", "the", "Cambuslang", "and", "Halfway", "and", "Rutherglen", "and", "Fernhill", "areas", "were", "transferred", "from", "the", "city", "area", "to", "the", "new", "South Lanarkshire", "council", "area."]
	M=[[11, "Glasgow"], [13, "Scotland"], [29, "Local Government etc. (Scotland) Act 1994"], [42, "Regions and districts of Scotland"], [45, "Strathclyde"], [46, "Regions and districts of Scotland"], [51, "Cambuslang"], [53, "Halfway, Cambuslang"], [55, "Rutherglen"], [57, "Fernhill, Scotland"], [68, "South Lanarkshire"]]
50:	S=["Perth", "and", "Kinross", "(,", ")", "is", "one", "of", "the", "32", "council areas", "of", "Scotland", "and", "a", "Lieutenancy Area", ".", "It", "borders", "onto", "the", "Aberdeenshire", ",", "Angus", ",", "Argyll and Bute", ",", "Clackmannanshire", ",", "Dundee", ",", "Fife", ",", "Highland", "and", "the", "Stirling", "council", "areas.", "Perth", "is", "the", "administrative", "centre.", "It", "corresponds", "broadly,", "but", "not", "exactly,", "with", "the", "former", "counties", "of", "Perthshire", "and", "Kinross-shire", "."]
	M=[[10, "Council areas of Scotland"], [12, "Scotland"], [15, "Lieutenancy areas of Scotland"], [21, "Aberdeenshire"], [23, "Angus"], [25, "Argyll and Bute"], [27, "Clackmannanshire"], [29, "Dundee"], [31, "Fife"], [33, "Highland (council area)"], [36, "Stirling (district)"], [39, "Perth, Scotland"], [53, "Counties of Scotland"], [55, "Perthshire"], [57, "Kinross-shire"]]
51:	S=["Adam", "Resnick", "is", "an", "American", "comedy", "writer", "from", "Harrisburg, Pennsylvania", ".", "He", "is", "best", "known", "for", "his", "work", "writing", "for", "\"", "Late Night with David Letterman", "\"."]
	M=[[8, "Harrisburg, Pennsylvania"], [20, "Late Night with David Letterman"]]
52:	S=["The", "1952", "Winter Olympics", "(", "Norwegian", ":", "\"Vinter-OL", "1952\"),", "officially", "known", "as", "the", "VI", "Olympic", "Winter", "Games", "(", "French", ":", "Les", "\"VIes", "Jeux", "olympiques", "d'hiver\"),", "took", "place", "in", "Oslo", ",", "Norway", ",", "from", "14", "to", "25", "February.", "Discussions", "about", "Oslo", "hosting", "the", "Winter Olympic Games", "began", "as", "early", "as", "1935;", "the", "city", "wanted", "to", "host", "the", "1948 Games", ",", "but", "World War II", "made", "that", "impossible.", "Instead,", "Oslo", "won", "the", "right", "to", "host", "the", "1952", "Games", "in", "a", "contest", "that", "included", "Cortina d'Ampezzo", "in", "Italy", "and", "Lake Placid", "in", "the", "United", "States.", "All", "of", "the", "venues", "were", "in", "Oslo's", "metropolitan", "area", "except", "for", "the", "alpine skiing", "events,", "which", "were", "held", "at", "Norefjell", ",", "from", "the", "capital.", "A", "new", "hotel", "was", "built", "for", "the", "press", "and", "dignitaries,", "along", "with", "three", "dormitories", "to", "house", "athletes", "and", "coaches,", "creating", "the", "first", "modern", "athlete's village", ".", "The", "city", "of", "Oslo", "bore", "the", "financial", "burden", "of", "hosting", "the", "Games", "in", "return", "for", "the", "revenue", "they", "generated."]
	M=[[2, "Winter Olympic Games"], [4, "Norwegian Language"], [17, "French Language"], [27, "Oslo"], [29, "Norway"], [41, "Winter Olympic Games"], [53, "1948 Winter Olympics"], [56, "World War II"], [75, "Cortina d'Ampezzo"], [79, "Lake Placid, New York"], [96, "Alpine skiing at the 1952 Winter Olympics"], [102, "Norefjell"], [130, "Olympic Village"]]
53:	S=["Tamás", "Bakócz", "(1442", "Erdőd", "–", "15", "June", "1521,", "Esztergom", ")", "was", "a", "Hungarian", "archbishop,", "cardinal", "and", "statesman."]
	M=[[3, "Ardud"], [8, "Esztergom"], [12, "Hungarian people"], [14, "Cardinal (Catholicism)"]]
54:	S=["Alexander", "Porfiryevich", "Borodin", "(,", "12", "November", "1833", "–", "27", "February", "1887)", "was", "a", "Russia", "n", "Romantic", "composer", "of", "Georgian", "origin,", "as", "well", "as", "a", "doctor", "and", "chemist.", "He", "was", "one", "of", "the", "prominent", "19th", "century", "composers", "known", "as", "The Mighty Handful", ",", "a", "group", "dedicated", "to", "producing", "a", "uniquely", "Russian", "kind", "of", "classical", "music,", "rather", "than", "imitating", "earlier", "Western", "European", "models."]
	M=[[13, "Russia"], [15, "Romantic music"], [18, "Georgians"], [38, "The Mighty Handful (composers)"]]
55:	S=["Borodin", "(),", "or", "Borodina", "(feminine;", "Бородина́)", "is", "a", "Russia", "n", "last name", "and", "may", "refer", "to:"]
	M=[[8, "Russia"], [10, "Family name"]]
56:	S=["Valladolid", "()", "is", "a", "province", "of", "northwest", "Spain,", "in", "the", "central", "part", "of", "the", "autonomous community", "of", "Castile and León", ".", "It", "has", "a", "population", "of", "529,159", "people", "in", "a", "total", "of", "225", "municipalities,", "an", "area", "of", "8,110", "km", "and", "a", "population", "density", "of", "65.24", "people", "per", "km."]
	M=[[4, "Provinces of Spain"], [14, "Autonomous communities of Spain"], [16, "Castile-Leon"]]
57:	S=["Squawk", "is", "Budgie", "'s", "second", "album.", "Released", "in", "September", "1972,", "it", "was", "certified", "Gold", "in", "1973.", "The", "cover", "art", "was", "by", "Roger Dean", "."]
	M=[[2, "Budgie (band)"], [13, "Music recording sales certification"], [21, "Roger Dean (artist)"]]
58:	S=["León", "(;", ";", ";", ")", "is", "a", "province", "of", "northwestern", "Spain,", "in", "the", "northwestern", "part", "of", "the", "autonomous community", "of", "Castile and León", "."]
	M=[[7, "Provinces of Spain"], [17, "Autonomous communities of Spain"], [19, "Castile and León"]]
59:	S=["Palencia", "is", "a", "province", "of", "northern", "Spain", ",", "in", "the", "northern", "part", "of", "the", "autonomous community", "of", "Castile and León", "in", "the", "northeast", "of", "the", "Iberian Peninsula", ".", "It", "is", "bordered", "by", "the", "provinces", "of", "León", ",", "Cantabria", ",", "Burgos", ",", "and", "Valladolid", "."]
	M=[[3, "Provinces of Spain"], [6, "Spain"], [14, "Autonomous communities of Spain"], [16, "Castile-Leon"], [22, "Iberian Peninsula"], [31, "León (province)"], [33, "Cantabria"], [35, "Burgos (province)"], [38, "Valladolid (province)"]]
60:	S=["The", "province", "of", "Burgos", "is", "a", "province", "of", "northern", "Spain", ",", "in", "the", "northeastern", "part", "of", "the", "autonomous community", "of", "Castile and León", ".", "It", "is", "bordered", "by", "the", "provinces", "of", "Palencia", ",", "Cantabria", ",", "Vizcaya", ",", "Álava", ",", "La Rioja", ",", "Soria", ",", "Segovia", ",", "and", "Valladolid", ".", "Its", "capital", "is", "the", "city", "of", "Burgos", "."]
	M=[[6, "Provinces of Spain"], [9, "Spain"], [17, "Autonomous communities of Spain"], [19, "Castile-Leon"], [28, "Palencia (province)"], [30, "Cantabria"], [32, "Biscay"], [34, "Álava"], [36, "La Rioja (autonomous community)"], [38, "Soria (province)"], [40, "Segovia (province)"], [43, "Valladolid (province)"], [51, "Burgos"]]
61:	S=["Segovia", "()", "is", "a", "province", "of", "central/northern", "Spain", ",", "in", "the", "southern", "part", "of", "the", "autonomous community", "of", "Castile and León", ".", "It", "is", "bordered", "by", "the", "province", "of", "Burgos", "in", "the", "north,", "Soria", "in", "the", "northeast,", "Guadalajara", "in", "the", "east,", "Madrid", "in", "the", "south,", "Ávila", "in", "the", "west", "and", "southwest,", "and", "Valladolid", "in", "the", "northwest.", "The", "average", "temperature", "ranges", "from", "10", "°C", "to", "20", "°C."]
	M=[[4, "Provinces of Spain"], [7, "Spain"], [15, "Autonomous communities of Spain"], [17, "Castile-Leon"], [26, "Burgos (province)"], [30, "Soria (province)"], [34, "Guadalajara (province)"], [38, "Community of Madrid"], [42, "Ávila (province)"], [49, "Valladolid (province)"]]
62:	S=["The", "province", "of", "A", "Coruña", "(,", ",", "and", "\"Corunna\"", "in", "English)", "is", "the", "most", "North-western", "Atlantic", "-facing", "province", "of", "Spain,", "and", "one", "of", "the", "four", "provinces", "which", "constitute", "the", "autonomous community", "of", "Galicia", ".", "This", "province", "is", "surrounded", "by", "the", "Atlantic", "Ocean", "to", "the", "West", "and", "North", ",", "Pontevedra Province", "to", "the", "South", "and", "the", "Lugo Province", "to", "the", "East."]
	M=[[14, "Cardinal direction"], [15, "Atlantic Ocean"], [29, "Nationalities and regions of Spain"], [31, "Galicia (Spain)"], [43, "Cardinal direction"], [45, "Cardinal direction"], [47, "Pontevedra Province"], [53, "Lugo Province"]]
63:	S=["Pontevedra", "is", "a", "province", "of", "Spain", "along", "the", "country's", "Atlantic coast", "in", "southwestern", "Europe.", "The", "province", "forms", "the", "southwestern", "part", "of", "the", "autonomous community", "of", "Galicia", ".", "It", "is", "bordered", "by", "the", "provinces", "of", "A Coruña", ",", "Lugo", ",", "and", "Ourense", ",", "the", "country", "of", "Portugal", "and", "the", "Atlantic", "Ocean.", "The", "official", "languages", "of", "the", "Pontevedra", "province", "are", "Spanish", "and", "Galician", "."]
	M=[[3, "Provinces of Spain"], [9, "Atlantic coast"], [21, "Autonomous communities of Spain"], [23, "Galicia (Spain)"], [32, "A Coruña (province)"], [34, "Lugo (province)"], [37, "Ourense (province)"], [42, "Portugal"], [55, "Spanish language"], [57, "Galician language"]]
64:	S=["Sir", "Charles", "Barry", "(23", "May", "1795", "–", "12", "May", "1860)", "was", "an", "English", "architect,", "best", "known", "for", "his", "role", "in", "the", "rebuilding", "of", "the", "Palace of Westminster", "(also", "known", "as", "the", "Houses of Parliament", ")", "in", "London", "during", "the", "mid-19th", "century,", "but", "also", "responsible", "for", "numerous", "other", "buildings", "and", "gardens.", "He", "is", "known", "for", "his", "major", "contribution", "to", "the", "use", "of", "Italianate architecture", "in", "Britain,", "especially", "the", "use", "of", "the", "Palazzo", "as", "basis", "for", "the", "design", "of", "country", "houses,", "city", "mansions", "and", "public", "buildings.", "He", "also", "developed", "the", "Italian Renaissance garden", "style", "for", "the", "many", "gardens", "he", "designed", "around", "country", "houses."]
	M=[[24, "Palace of Westminster"], [29, "Houses of Parliament"], [57, "Italianate architecture"], [65, "Palazzo style architecture"], [83, "Italian Renaissance garden"]]
65:	S=["Five", "ships", "of", "the", "United States Navy", "have", "borne", "the", "name", "Bonhomme", "Richard", "or", "Bon", "Homme", "Richard", "(pronounced", "\"bun-uhm", "ree-SHAR\"),", "the", "French", "language", "equivalent", "of", "\"Goodman", "Richard\"."]
	M=[[4, "United States Navy"]]
66:	S=["Selby", "Abbey", "is", "an", "Anglican", "parish church", "in", "the", "town", "of", "Selby", ",", "North Yorkshire", ",", "England."]
	M=[[4, "Anglican"], [5, "Church of England parish church"], [10, "Selby"], [12, "North Yorkshire"]]
67:	S=["Gaius", "Julius", "Hyginus", "(;", "64", "BC", "–", "AD", "17)", "was", "a", "Latin", "author,", "a", "pupil", "of", "the", "famous", "Cornelius Alexander Polyhistor", ",", "and", "a", "freedman", "of", "Caesar Augustus", ".", "He", "was", "elected", "superintendent", "of", "the", "Palatine", "library", "by", "Augustus", "according", "to", "Suetonius'", "\"De", "Grammaticis\",", "20.", "It", "is", "not", "clear", "whether", "Hyginus", "was", "a", "native", "of", "the", "Iberian Peninsula", "or", "of", "Alexandria", "."]
	M=[[11, "Latin"], [18, "Alexander Cornelius"], [24, "Augustus"], [38, "Suetonius' minor works"], [53, "Iberian Peninsula"], [56, "Alexandria"]]
68:	S=["Heitham", "Al-Sayed", "(born", "19", "March", "1968)", "is", "a", "rapper/singer", "from", "South", "West", "London", ".", "He", "is", "of", "Saudi", "and", "English", "parentage."]
